Date,Product,Quantity,Revenue
2022-04-29,Product_6,51,885.4377208523292
2022-04-30,Product_6,58,1339.4653110584266
2022-05-01,Product_1,52,394.6599445938367
2022-05-02,Product_6,60,725.6489280654471
2022-05-03,Product_8,53,662.2743531927032
2022-05-04,Product_5,68,1318.3265362637785
2022-05-05,Product_4,94,971.7303898516225
2022-05-06,Product_7,40,1185.0050337810608
2022-05-07,Product_2,30,397.22764428305715
2022-05-08,Product_8,63,848.5488482178534
2022-05-09,Product_10,55,638.4896064486604
2022-05-10,Product_10,62,1311.3771385890368
2022-05-11,Product_9,12,820.2958860764104
2022-05-12,Product_10,1,858.7050641907701
2022-05-13,Product_6,48,560.2958966734034
2022-05-14,Product_5,1,1448.0950727626732
2022-05-15,Product_7,64,987.5071603881108
2022-05-16,Product_6,93,832.5400717919583
2022-05-17,Product_10,16,532.4434147888646
2022-05-18,Product_6,57,743.1616167238618
2022-05-19,Product_5,47,396.83812266681565
2022-05-20,Product_4,69,895.2999034504239
2022-05-21,Product_10,90,915.3582563843572
2022-05-22,Product_7,33,884.3748848805532
2022-05-23,Product_5,23,405.2677628265888
2022-05-24,Product_6,69,1369.6824453927547
2022-05-25,Product_4,95,367.60022133394244
2022-05-26,Product_3,58,926.1958665025481
2022-05-27,Product_8,69,1136.5583348078621
2022-05-28,Product_8,80,1088.782169937263
2022-05-29,Product_1,92,1023.6419184644828
2022-05-30,Product_4,24,1128.7435937404289
2022-05-31,Product_3,33,876.9908240652442
2022-06-01,Product_3,43,1432.684530093004
2022-06-02,Product_3,65,1455.3691483975012
2022-06-03,Product_10,43,575.1598050076909
2022-06-04,Product_2,35,737.0373471220355
2022-06-05,Product_10,8,793.2061141103998
2022-06-06,Product_10,90,741.7182548838759
2022-06-07,Product_3,7,485.8895517649047
2022-06-08,Product_5,75,1359.092815556111
2022-06-09,Product_4,89,1274.0030699425758
2022-06-10,Product_9,36,554.0554753466813
2022-06-11,Product_9,24,1277.8599501573535
2022-06-12,Product_1,99,824.5103284481404
2022-06-13,Product_2,96,741.9240712909705
2022-06-14,Product_5,12,843.343131481271
2022-06-15,Product_7,89,623.9715752645764
2022-06-16,Product_1,62,921.0453692855393
2022-06-17,Product_9,86,692.2804506857075
2022-06-18,Product_3,49,411.5080912594742
2022-06-19,Product_9,19,454.9796783040536
2022-06-20,Product_7,28,1442.5712621084256
2022-06-21,Product_4,83,916.9795064375757
2022-06-22,Product_5,69,687.1923874527743
2022-06-23,Product_9,52,1123.3962244885943
2022-06-24,Product_4,53,1260.3159002847258
2022-06-25,Product_9,39,454.8870185059939
2022-06-26,Product_10,58,416.1925740191409
2022-06-27,Product_10,5,1197.5908903096602
2022-06-28,Product_2,76,1141.2345117012949
2022-06-29,Product_10,17,466.2910775412088
2022-06-30,Product_7,46,1156.1145011779881
2022-07-01,Product_10,9,1295.1390681839098
2022-07-02,Product_10,66,443.5510977381847
2022-07-03,Product_5,38,1484.6355152763517
2022-07-04,Product_1,86,1284.719502346128
2022-07-05,Product_7,89,1030.6720496444768
2022-07-06,Product_4,70,1164.4083749206798
2022-07-07,Product_3,61,784.6857286405926
2022-07-08,Product_7,91,636.0327775948311
2022-07-09,Product_3,39,849.619621161512
2022-07-10,Product_2,92,1007.1939789857622
2022-07-11,Product_4,92,1232.2740810748573
2022-07-12,Product_9,39,1207.9516111552368
2022-07-13,Product_9,63,899.3721245122618
2022-07-14,Product_9,56,957.6256394917906
2022-07-15,Product_5,6,1272.4256363807442
2022-07-16,Product_5,80,956.8562754492449
2022-07-17,Product_5,36,986.9324270615189
2022-07-18,Product_4,57,951.5625207956712
2022-07-19,Product_9,49,1150.1109923323097
2022-07-20,Product_1,54,1021.9614587115652
2022-07-21,Product_7,57,1402.5424929194724
2022-07-22,Product_10,96,416.5434824213635
2022-07-23,Product_6,76,472.769475826267
2022-07-24,Product_5,8,545.1318894799003
2022-07-25,Product_4,90,796.5086415883529
2022-07-26,Product_2,28,439.39483250973257
2022-07-27,Product_9,64,871.2269738531556
2022-07-28,Product_1,73,705.9567587292769
2022-07-29,Product_4,77,1137.440848436961
2022-07-30,Product_3,6,1442.2699002857125
2022-07-31,Product_5,47,1407.0530346108935
2022-08-01,Product_10,56,1358.1607088146616
2022-08-02,Product_5,33,1244.2426262955094
2022-08-03,Product_2,96,1483.07895826533
2022-08-04,Product_5,26,788.0244851256748
2022-08-05,Product_6,59,1318.436761606065
2022-08-06,Product_1,98,392.3451477813901
2022-08-07,Product_1,21,414.8318211485662
2022-08-08,Product_6,92,1284.8361604995894
2022-08-09,Product_5,3,988.7464614430215
2022-08-10,Product_5,53,1436.4805893647922
2022-08-11,Product_10,83,634.4503170046773
2022-08-12,Product_9,1,1447.1586813475308
2022-08-13,Product_4,62,1359.953767601071
2022-08-14,Product_8,32,403.9309379599029
2022-08-15,Product_8,39,1122.3091749317196
2022-08-16,Product_2,54,1238.1661504959852
2022-08-17,Product_2,12,1288.8435954950216
2022-08-18,Product_5,94,1358.1516430570969
2022-08-19,Product_9,17,504.11751271823687
2022-08-20,Product_7,79,1252.3685035359558
2022-08-21,Product_2,75,594.9087857352473
2022-08-22,Product_6,64,366.7263655180642
2022-08-23,Product_6,50,1028.405339882828
2022-08-24,Product_3,63,1185.3565875477625
2022-08-25,Product_9,38,868.5470145285201
2022-08-26,Product_7,51,1152.288152217483
2022-08-27,Product_4,10,1415.5757689357185
2022-08-28,Product_10,17,646.9810465438021
2022-08-29,Product_8,69,1477.0374615782987
2022-08-30,Product_5,66,728.0643518306345
2022-08-31,Product_3,23,497.2527148014383
2022-09-01,Product_6,16,1087.0059565236968
2022-09-02,Product_8,4,747.5173758224427
2022-09-03,Product_3,96,895.0558863023032
2022-09-04,Product_2,61,571.1323716299714
2022-09-05,Product_3,21,544.2753225329892
2022-09-06,Product_10,61,386.5753837079399
2022-09-07,Product_6,1,964.5870292924014
2022-09-08,Product_10,46,768.9103402052867
2022-09-09,Product_10,45,719.8201793820333
2022-09-10,Product_10,47,1072.085447914544
2022-09-11,Product_8,94,530.5243351236228
2022-09-12,Product_1,26,1348.5462730909248
2022-09-13,Product_8,99,562.1991722598339
2022-09-14,Product_8,86,621.534013085015
2022-09-15,Product_7,78,881.91492355312
2022-09-16,Product_10,14,519.8999556921607
2022-09-17,Product_3,7,1140.2403312138308
2022-09-18,Product_7,18,864.5242218469729
2022-09-19,Product_3,15,470.599541512353
2022-09-20,Product_7,28,373.0818774443853
2022-09-21,Product_9,17,593.1652080460264
2022-09-22,Product_10,44,618.1988732822714
2022-09-23,Product_4,25,1130.967667016163
2022-09-24,Product_3,18,449.9583313005372
2022-09-25,Product_6,34,991.403605843003
2022-09-26,Product_8,83,785.5885198439828
2022-09-27,Product_5,6,1384.594506716764
2022-09-28,Product_2,59,759.5112347825232
2022-09-29,Product_6,33,358.66451760418596
2022-09-30,Product_5,70,770.1603426251663
2022-10-01,Product_4,94,564.5520776590016
2022-10-02,Product_8,55,1318.6611405929089
2022-10-03,Product_3,31,821.9563510381107
2022-10-04,Product_4,24,478.8447374932602
2022-10-05,Product_2,84,1464.8909982666742
2022-10-06,Product_4,79,1289.6328815916718
2022-10-07,Product_1,94,546.5207254985758
2022-10-08,Product_3,62,1418.7823874967237
2022-10-09,Product_8,26,671.9759577093268
2022-10-10,Product_5,70,1463.1931764798694
2022-10-11,Product_4,19,579.4329664390677
2022-10-12,Product_4,12,482.0623484500841
2022-10-13,Product_10,14,681.9251362262942
2022-10-14,Product_5,11,1421.8164935954742
2022-10-15,Product_3,33,774.6150537363806
2022-10-16,Product_8,10,980.8935856288762
2022-10-17,Product_10,44,581.9900316797712
2022-10-18,Product_8,2,451.04832792905535
2022-10-19,Product_5,73,1224.2620388731395
2022-10-20,Product_8,38,823.6170512693589
2022-10-21,Product_1,69,1305.2123189558883
2022-10-22,Product_2,78,1422.878777164948
2022-10-23,Product_9,34,558.4180260905092
2022-10-24,Product_3,1,1202.2887466835678
2022-10-25,Product_6,60,1318.1030932720128
2022-10-26,Product_8,11,1264.5574086388738
2022-10-27,Product_3,85,564.3657348063657
2022-10-28,Product_3,78,951.5252384844872
2022-10-29,Product_4,89,1358.7806219350746
2022-10-30,Product_9,18,1289.0893553923138
2022-10-31,Product_7,14,1384.617562085999
2022-11-01,Product_6,97,1209.7507872026888
2022-11-02,Product_1,25,758.6668195911552
2022-11-03,Product_7,66,975.0857902810869
2022-11-04,Product_8,51,974.2767072054203
2022-11-05,Product_6,6,732.738153799357
2022-11-06,Product_3,72,1147.7752485138392
2022-11-07,Product_4,15,1360.423482679454
2022-11-08,Product_1,94,1377.9764705086013
2022-11-09,Product_4,29,524.4261116926639
2022-11-10,Product_1,27,1205.5382364585785
2022-11-11,Product_4,86,1171.1736945571563
2022-11-12,Product_5,74,743.3940110232936
2022-11-13,Product_6,13,477.2264974984883
2022-11-14,Product_4,88,1044.5515528833894
2022-11-15,Product_8,5,909.311104294949
2022-11-16,Product_4,76,1237.664277687982
2022-11-17,Product_3,36,974.1331098497355
2022-11-18,Product_5,20,558.8373743216396
2022-11-19,Product_10,38,611.4536304844851
2022-11-20,Product_7,47,681.119058947085
2022-11-21,Product_10,13,509.98362326452116
2022-11-22,Product_2,89,644.4178616317115
2022-11-23,Product_8,60,1031.9073410476449
2022-11-24,Product_4,68,1258.5973326926996
2022-11-25,Product_5,72,1099.072292636483
2022-11-26,Product_1,92,780.6006751784853
2022-11-27,Product_9,51,1196.9108709684313
2022-11-28,Product_8,41,1414.4037898427928
2022-11-29,Product_7,1,480.22375271686855
2022-11-30,Product_5,90,1314.732799412824
2022-12-01,Product_6,87,1408.968165009978
2022-12-02,Product_6,55,611.5049640086795
2022-12-03,Product_5,47,412.975884645336
2022-12-04,Product_9,74,1273.2814658877132
2022-12-05,Product_5,26,733.5240474448158
2022-12-06,Product_4,25,1343.0458617049005
2022-12-07,Product_6,2,885.5551406666352
2022-12-08,Product_2,91,870.0506320232782
2022-12-09,Product_3,54,552.8450344821567
2022-12-10,Product_7,52,831.7642669302302
2022-12-11,Product_8,33,766.7529839841282
2022-12-12,Product_6,26,365.05862507658367
2022-12-13,Product_5,49,554.7413619002141
2022-12-14,Product_4,49,990.9011742235551
2022-12-15,Product_6,92,965.3301767737074
2022-12-16,Product_8,49,694.5352985314486
2022-12-17,Product_7,51,591.3914320599237
2022-12-18,Product_3,62,585.9105865543082
2022-12-19,Product_1,45,784.3848395561947
2022-12-20,Product_8,19,425.5649353426052
2022-12-21,Product_3,47,956.7948896665037
2022-12-22,Product_6,92,903.2511406457238
2022-12-23,Product_6,51,528.5262828203194
2022-12-24,Product_1,8,1341.053464165545
2022-12-25,Product_7,3,779.3057137217158
2022-12-26,Product_10,83,1090.5994747248683
2022-12-27,Product_1,87,1475.7711509583553
2022-12-28,Product_2,7,1107.7625331966742
2022-12-29,Product_1,57,605.2679862228919
2022-12-30,Product_8,87,1122.6766551385376
2022-12-31,Product_8,54,740.1619327806196
2023-01-01,Product_5,67,1370.5795548905285
2023-01-02,Product_8,34,1276.1122124615908
2023-01-03,Product_8,78,1043.6770125035264
2023-01-04,Product_4,37,512.2441260943706
2023-01-05,Product_7,48,449.96376719290174
2023-01-06,Product_10,7,1196.2903051754026
2023-01-07,Product_5,19,491.1934231121148
2023-01-08,Product_3,36,1089.3643981563912
2023-01-09,Product_2,2,1397.2176040713496
2023-01-10,Product_5,20,736.2457357223103
2023-01-11,Product_2,67,1028.8391838920288
2023-01-12,Product_4,5,746.970966613467
2023-01-13,Product_9,98,1340.22822297093
2023-01-14,Product_3,86,1246.7225910062355
2023-01-15,Product_1,74,1000.6431129615446
2023-01-16,Product_7,96,838.9955301396185
2023-01-17,Product_3,81,658.9789632926879
2023-01-18,Product_8,66,1078.4999528000694
2023-01-19,Product_7,73,510.25948518374776
2023-01-20,Product_4,26,954.5437096480887
2023-01-21,Product_2,87,1135.6614349123038
2023-01-22,Product_6,18,959.1109304533433
2023-01-23,Product_10,41,665.1635037902869
2023-01-24,Product_1,37,1099.1334466046437
2023-01-25,Product_10,76,587.3844625246937
2023-01-26,Product_10,86,507.4184745791284
2023-01-27,Product_9,31,1354.9735891968926
2023-01-28,Product_8,98,1040.5943894987013
2023-01-29,Product_9,53,551.676970416967
2023-01-30,Product_1,26,815.0387267813779
2023-01-31,Product_10,46,404.0108617913133
2023-02-01,Product_6,65,445.2184681138954
2023-02-02,Product_4,26,428.4871611572053
2023-02-03,Product_8,11,759.0236239346915
2023-02-04,Product_1,59,691.6899729666513
2023-02-05,Product_3,54,897.4579625289646
2023-02-06,Product_8,22,1192.4579117917879
2023-02-07,Product_1,36,970.8191957444225
2023-02-08,Product_3,99,1317.7591093565497
2023-02-09,Product_1,62,1448.5217596320008
2023-02-10,Product_2,73,1236.5490343076954
2023-02-11,Product_5,73,436.4084489961801
2023-02-12,Product_1,1,919.8150136371282
2023-02-13,Product_8,42,878.6337396753008
2023-02-14,Product_3,3,439.43014569080066
2023-02-15,Product_3,94,356.04189134214266
2023-02-16,Product_3,44,1278.5447895892753
2023-02-17,Product_1,61,1258.5155926106345
2023-02-18,Product_9,55,949.4957675256048
2023-02-19,Product_8,83,1192.0586193709955
2023-02-20,Product_5,81,1107.600871717325
2023-02-21,Product_6,80,1326.5749993001173
2023-02-22,Product_9,82,912.8387081896116
2023-02-23,Product_10,26,395.34083307378177
2023-02-24,Product_10,16,1414.0355650280158
2023-02-25,Product_7,26,1003.1370151355239
2023-02-26,Product_10,7,389.03787537366867
2023-02-27,Product_5,7,691.9513584784333
2023-02-28,Product_8,59,1435.906462480449
2023-03-01,Product_2,95,1341.3490486377104
2023-03-02,Product_7,99,716.965544229744
2023-03-03,Product_10,17,1097.6924530097124
2023-03-04,Product_8,99,994.7787731040411
2023-03-05,Product_2,3,1150.7320922598606
2023-03-06,Product_8,90,1183.4817872580757
2023-03-07,Product_7,15,1274.5735263110323
2023-03-08,Product_4,93,1110.9034513426227
2023-03-09,Product_2,33,1368.8744104716152
2023-03-10,Product_10,66,378.0608987900187
2023-03-11,Product_10,34,374.4598224779452
2023-03-12,Product_7,13,958.2777041312938
2023-03-13,Product_3,39,360.9082486727728
2023-03-14,Product_1,93,393.2362891872
2023-03-15,Product_9,16,1354.7286813142896
2023-03-16,Product_9,10,455.45423537814463
2023-03-17,Product_7,84,1198.2196468272252
2023-03-18,Product_1,3,887.4073815183004
2023-03-19,Product_8,30,1330.7450949456866
2023-03-20,Product_2,62,1027.474814641529
2023-03-21,Product_1,53,1485.8807481964363
2023-03-22,Product_9,15,791.975644233634
2023-03-23,Product_8,68,600.9919710448238
2023-03-24,Product_10,37,1254.296766577885
2023-03-25,Product_6,39,1360.9860536964893
2023-03-26,Product_8,11,1389.282562251561
2023-03-27,Product_2,25,1204.855746327668
2023-03-28,Product_4,59,811.8172718893106
2023-03-29,Product_6,74,403.98716071998496
2023-03-30,Product_9,90,392.24172804060566
2023-03-31,Product_10,3,1300.1365501630607
2023-04-01,Product_5,5,1074.244611445576
2023-04-02,Product_7,49,945.999421677851
2023-04-03,Product_4,61,649.2683731442564
2023-04-04,Product_3,50,914.8642919989205
2023-04-05,Product_1,88,1382.0515702531345
2023-04-06,Product_3,13,607.3902570460166
2023-04-07,Product_9,73,1379.1596574120158
2023-04-08,Product_5,98,876.0469124397634
2023-04-09,Product_8,67,663.9032810847622
2023-04-10,Product_9,67,1448.9992229642164
2023-04-11,Product_10,9,728.4090701753516
2023-04-12,Product_9,5,1195.4945527019706
2023-04-13,Product_2,88,640.5464580550179
2023-04-14,Product_6,72,1150.0714367772127
2023-04-15,Product_10,18,443.20314829379515
2023-04-16,Product_5,77,1328.887951156084
2023-04-17,Product_8,45,902.6745639256452
2023-04-18,Product_3,58,1007.0167832075102
2023-04-19,Product_8,98,975.3457441970091
2023-04-20,Product_1,6,949.4493590074771
2023-04-21,Product_8,92,1328.1689884583782
2023-04-22,Product_9,13,1312.565327618223
2023-04-23,Product_9,53,1132.1618875243455
2023-04-24,Product_6,60,532.3958710870347
2023-04-25,Product_10,31,1299.689263149477
2023-04-26,Product_10,32,735.3866823980131
2023-04-27,Product_7,31,351.2881282021259
2023-04-28,Product_2,78,1220.1311743526749
2023-04-29,Product_7,66,680.0938531511497
2023-04-30,Product_1,17,483.2204352972963
2023-05-01,Product_2,60,360.4332653506337
2023-05-02,Product_3,70,675.8443905054189
2023-05-03,Product_7,74,847.0769014763891
2023-05-04,Product_2,63,800.9738931619761
2023-05-05,Product_5,93,1257.1280291513558
2023-05-06,Product_4,96,1236.4822248221383
2023-05-07,Product_4,91,541.3342249721131
2023-05-08,Product_6,17,1019.4960292027142
2023-05-09,Product_1,22,1064.0528454325986
2023-05-10,Product_2,50,1488.670628663244
2023-05-11,Product_4,99,1033.5552381128273
2023-05-12,Product_7,29,375.4420842583468
2023-05-13,Product_6,79,1291.6034898606576
2023-05-14,Product_10,87,862.7881123332606
2023-05-15,Product_2,29,1435.9491802015043
2023-05-16,Product_3,13,1332.341240630801
2023-05-17,Product_7,29,1147.734559648712
2023-05-18,Product_4,32,444.7382024582191
2023-05-19,Product_4,22,501.0353953707847
2023-05-20,Product_3,81,1457.7221514561516
2023-05-21,Product_8,92,1190.9605770197384
2023-05-22,Product_5,59,1459.1985431107398
2023-05-23,Product_3,57,858.6435767380468
2023-05-24,Product_1,58,1378.2140842310046
2023-05-25,Product_2,61,580.4130150810196
2023-05-26,Product_1,25,1172.1626462325848
2023-05-27,Product_2,15,892.2623291178896
2023-05-28,Product_8,60,563.3543430585893
2023-05-29,Product_1,93,1243.086380710503
2023-05-30,Product_2,71,1070.1533698761277
2023-05-31,Product_5,24,1408.9750249880399
